value_type,variable,clean_name,date,type,obs,observed,forecast_start,exponentiated,mean,median,sd,mad,q5,q20,q80,q95,rhat,ess_bulk,ess_tail
model,avg_voc_advantage,Average VOC effect,,,,,,TRUE,1.8057933061082,1.8057933061082,0.0283,0.0265,1.72460838237644,1.76473405150846,1.84780786747887,1.89079996230323,1,1880,1410
model,beta,Beta,,,,,,FALSE,0.359,0.457,0.47,0.487,-0.523,-0.0868,0.798,0.949,1,616,1090
model,init_cases[1],Initial cases,,,,,,TRUE,89321.7233608056,89321.7233608056,0.0713,0.0721,80821.6375403136,80821.6375403136,98715.7710107605,98715.7710107605,1,1720,1260
model,init_cases[2],Initial VOC cases,,,,,,TRUE,219.203385553955,219.203385553955,0.0975,0.0971,186.792803520168,202.350228388148,237.460192761167,257.237555905775,1,2220,1480
model,phi[1],Notification overdispersion,,,,,,FALSE,92,77,62,47.8,23.6,43.5,130,212,1,809,1100
model,phi[2],Sequencing overdispersion,,,,,,FALSE,189,164,119,99.5,50.4,92.8,266,424,1,2140,1190
model,r_init,Initial growth,,,,,,FALSE,0.131,0.13,0.074,0.0652,0.0151,0.0744,0.187,0.251,1,1240,859
model,r_noise,Growth (sd),,,,,,FALSE,0.105,0.0928,0.0597,0.0576,0.0319,0.0525,0.154,0.22,1,578,1160
model,voc_mod,Initial VOC effect,,,,,,TRUE,1.8057933061082,1.8057933061082,0.0283,0.0265,1.72460838237644,1.76473405150846,1.84780786747887,1.89079996230323,1,1880,1410
cases,sim_cases[1],,2021-03-20,Combined,87328,TRUE,FALSE,,90100,89500,13400,12100,69200,79700,1e+05,112000,1,2060,1860
cases,sim_cases[2],,2021-03-27,Combined,109442,TRUE,FALSE,,102000,102000,14700,13100,78800,91000,113000,126000,1,2130,1850
cases,sim_cases[3],,2021-04-03,Combined,117965,TRUE,FALSE,,114000,113000,17600,15200,86500,1e+05,126000,143000,1,1980,1700
cases,sim_cases[4],,2021-04-10,Combined,107223,TRUE,FALSE,,123000,122000,19100,16700,93100,109000,137000,154000,1,1820,1760
cases,sim_cases[5],,2021-04-17,Combined,142664,TRUE,FALSE,,133000,133000,19900,17400,104000,118000,148000,164000,1,1920,1350
cases,sim_cases[6],,2021-04-24,Combined,145568,TRUE,FALSE,,138000,137000,20400,18200,106000,122000,153000,172000,1,1910,1860
cases,sim_cases[7],,2021-05-01,Combined,131887,TRUE,FALSE,,128000,127000,19100,16700,98800,113000,142000,160000,1,1860,1780
cases,sim_cases[8],,2021-05-08,Combined,107141,TRUE,FALSE,,106000,105000,16300,13700,82400,94800,117000,132000,1,2090,1820
cases,sim_cases[9],,2021-05-15,Combined,77261,TRUE,FALSE,,79600,78800,11800,10600,62700,70300,88100,99600,1,1880,1750
cases,sim_cases[10],,2021-05-22,Combined,57310,TRUE,FALSE,,55700,55200,8510,6970,43400,49400,61500,69900,1,1890,1650
cases,sim_cases[11],,2021-05-29,Combined,33052,TRUE,FALSE,,35800,35500,5540,4500,27800,31900,39600,45200,1,1870,1700
cases,sim_cases[12],,2021-06-05,Combined,22631,TRUE,FALSE,,22900,22700,3230,2800,17900,20400,25200,28100,1,2200,1850
cases,sim_cases[13],,2021-06-12,Combined,15553,TRUE,FALSE,,14200,14000,1910,1690,11400,12600,15600,17300,1,2160,1780
cases,sim_cases[14],,2021-06-19,Combined,7659,TRUE,FALSE,,8310,8240,1130,936,6700,7440,9080,10200,1,2340,1850
cases,sim_cases[15],,2021-06-26,Combined,5033,TRUE,TRUE,,5140,5060,822,692,4050,4520,5680,6470,1,2140,1750
cases,sim_cases[16],,2021-07-03,Combined,,FALSE,FALSE,,3400,3300,900,789,2170,2690,4020,5010,1,2050,1580
cases,sim_cases[17],,2021-07-10,Combined,,FALSE,FALSE,,2510,2300,1160,905,1120,1630,3210,4580,1,1780,1620
cases,sim_cases[18],,2021-07-17,Combined,,FALSE,FALSE,,2130,1710,2140,1030,551,999,2880,4920,1,1810,1460
cases,sim_cases[19],,2021-07-24,Combined,,FALSE,FALSE,,2160,1340,6260,1110,256,611,2850,5870,1,1710,1720
cases,sim_voc_cases[1],,2021-04-17,VOC,,TRUE,FALSE,,221,218,40,37.1,162,189,252,288,1,2010,1850
cases,sim_voc_cases[2],,2021-04-24,VOC,,TRUE,FALSE,,410,408,71.1,68.2,301,351,469,528,1,1800,1750
cases,sim_voc_cases[3],,2021-05-01,VOC,,TRUE,FALSE,,684,673,124,108,507,588,772,900,1,1970,1770
cases,sim_voc_cases[4],,2021-05-08,VOC,,TRUE,FALSE,,1030,1010,194,175,742,869,1170,1360,1,2290,1850
cases,sim_voc_cases[5],,2021-05-15,VOC,,TRUE,FALSE,,1380,1350,269,234,991,1170,1580,1830,1,2270,1820
cases,sim_voc_cases[6],,2021-05-22,VOC,,TRUE,FALSE,,1720,1680,330,307,1230,1450,1960,2290,1,2280,1550
cases,sim_voc_cases[7],,2021-05-29,VOC,,TRUE,FALSE,,1960,1920,413,354,1390,1650,2250,2670,1,2300,1650
cases,sim_voc_cases[8],,2021-06-05,VOC,,TRUE,FALSE,,2170,2140,459,411,1500,1810,2500,2980,1,2250,1720
cases,sim_voc_cases[9],,2021-06-12,VOC,,TRUE,TRUE,,2230,2200,490,442,1510,1830,2580,3060,1,2130,1660
cases,sim_voc_cases[10],,2021-06-19,VOC,,FALSE,FALSE,,2110,2080,490,451,1420,1710,2460,2950,1,2270,1660
cases,sim_voc_cases[11],,2021-06-26,VOC,,FALSE,FALSE,,1950,1910,464,422,1300,1570,2290,2770,1,2250,1630
cases,sim_voc_cases[12],,2021-07-03,VOC,,FALSE,FALSE,,1780,1700,575,497,1040,1320,2170,2810,1,2210,1450
cases,sim_voc_cases[13],,2021-07-10,VOC,,FALSE,FALSE,,1670,1520,844,630,703,1050,2160,3090,1,2010,1640
cases,sim_voc_cases[14],,2021-07-17,VOC,,FALSE,FALSE,,1660,1320,1760,824,417,744,2250,3840,1,1850,1610
cases,sim_voc_cases[15],,2021-07-24,VOC,,FALSE,FALSE,,1860,1150,5590,959,222,522,2450,5170,1,1760,1720
cases,sim_nvoc_cases[1],,2021-03-20,non-VOC,,TRUE,FALSE,,90100,89500,13400,12100,69200,79700,1e+05,112000,1,2060,1860
cases,sim_nvoc_cases[2],,2021-03-27,non-VOC,,TRUE,FALSE,,102000,102000,14700,13100,78800,91000,113000,126000,1,2130,1850
cases,sim_nvoc_cases[3],,2021-04-03,non-VOC,,TRUE,FALSE,,114000,113000,17600,15200,86500,1e+05,126000,143000,1,1980,1700
cases,sim_nvoc_cases[4],,2021-04-10,non-VOC,,TRUE,FALSE,,123000,122000,19100,16700,93100,109000,137000,154000,1,1820,1760
cases,sim_nvoc_cases[5],,2021-04-17,non-VOC,,TRUE,FALSE,,133000,133000,19900,17400,103000,118000,147000,164000,1,1920,1350
cases,sim_nvoc_cases[6],,2021-04-24,non-VOC,,TRUE,FALSE,,138000,137000,20400,18100,105000,122000,153000,172000,1,1910,1790
cases,sim_nvoc_cases[7],,2021-05-01,non-VOC,,TRUE,FALSE,,127000,127000,19100,16600,98200,113000,141000,159000,1,1860,1780
cases,sim_nvoc_cases[8],,2021-05-08,non-VOC,,TRUE,FALSE,,105000,105000,16200,13600,81500,93700,116000,131000,1,2090,1820
cases,sim_nvoc_cases[9],,2021-05-15,non-VOC,,TRUE,FALSE,,78300,77400,11700,10500,61300,69000,86700,97800,1,1880,1780
cases,sim_nvoc_cases[10],,2021-05-22,non-VOC,,TRUE,FALSE,,54000,53500,8450,6980,41700,47700,59700,67900,1,1890,1670
cases,sim_nvoc_cases[11],,2021-05-29,non-VOC,,TRUE,FALSE,,33900,33500,5430,4340,26000,30100,37600,43100,1,1870,1670
cases,sim_nvoc_cases[12],,2021-06-05,non-VOC,,TRUE,FALSE,,20700,20600,3130,2630,15900,18300,23000,25800,1,2180,1880
cases,sim_nvoc_cases[13],,2021-06-12,non-VOC,,TRUE,TRUE,,11900,11800,1830,1630,9290,10500,13300,15100,1,2200,1850
cases,sim_nvoc_cases[14],,2021-06-19,non-VOC,,FALSE,FALSE,,6200,6130,1040,901,4680,5400,6940,7860,1,2220,1700
cases,sim_nvoc_cases[15],,2021-06-26,non-VOC,,FALSE,FALSE,,3190,3130,664,544,2290,2700,3620,4290,1,1950,1420
cases,sim_nvoc_cases[16],,2021-07-03,non-VOC,,FALSE,FALSE,,1620,1550,498,423,958,1240,1960,2490,1,1950,1420
cases,sim_nvoc_cases[17],,2021-07-10,non-VOC,,FALSE,FALSE,,837,753,415,322,351,517,1090,1580,1,1850,1720
cases,sim_nvoc_cases[18],,2021-07-17,non-VOC,,FALSE,FALSE,,467,368,432,232,113,212,641,1080,1,1720,1500
cases,sim_nvoc_cases[19],,2021-07-24,non-VOC,,FALSE,FALSE,,296,177,709,151,32,79,381,827,1,1510,1490
voc_frac,frac_voc[1],,2021-04-17,VOC,0.00146591741998534,TRUE,FALSE,,0.00166,0.00164,0.000201,0.000189,0.00136,0.00149,0.00181,0.002,1,1790,1480
voc_frac,frac_voc[2],,2021-04-24,VOC,0.0070859167404783,TRUE,FALSE,,0.00298,0.00296,0.000318,0.000309,0.0025,0.00272,0.00324,0.00352,1,1940,1580
voc_frac,frac_voc[3],,2021-05-01,VOC,0.0150850246845858,TRUE,FALSE,,0.00537,0.00534,0.000529,0.000507,0.00456,0.00492,0.0058,0.00629,1,2170,1700
voc_frac,frac_voc[4],,2021-05-08,VOC,0.0194432169686257,TRUE,FALSE,,0.00965,0.00962,0.000947,0.000916,0.00817,0.00885,0.0104,0.0113,1,2420,1590
voc_frac,frac_voc[5],,2021-05-15,VOC,0.0264595916019557,TRUE,FALSE,,0.0173,0.0172,0.00182,0.00175,0.0145,0.0158,0.0188,0.0204,1,2610,1650
voc_frac,frac_voc[6],,2021-05-22,VOC,0.0329001935305502,TRUE,FALSE,,0.0309,0.0308,0.00364,0.0035,0.0252,0.0279,0.0337,0.0369,1,2600,1590
voc_frac,frac_voc[7],,2021-05-29,VOC,0.0380840204161759,TRUE,FALSE,,0.0545,0.0541,0.00726,0.00688,0.0435,0.0487,0.0599,0.0667,1,2530,1670
voc_frac,frac_voc[8],,2021-06-05,VOC,0.0856009070294785,TRUE,FALSE,,0.0944,0.0936,0.0139,0.0129,0.0734,0.0835,0.105,0.118,1,2440,1440
voc_frac,frac_voc[9],,2021-06-12,VOC,0.166666666666667,TRUE,TRUE,,0.159,0.157,0.0248,0.023,0.121,0.139,0.178,0.199,1,2350,1340
voc_frac,frac_voc[10],,2021-06-19,VOC,,FALSE,FALSE,,0.254,0.252,0.0395,0.0371,0.193,0.222,0.285,0.319,1,2270,1270
voc_frac,frac_voc[11],,2021-06-26,VOC,,FALSE,FALSE,,0.379,0.378,0.0544,0.0522,0.293,0.335,0.423,0.468,1,2200,1260
voc_frac,frac_voc[12],,2021-07-03,VOC,,FALSE,FALSE,,0.523,0.524,0.0634,0.0614,0.419,0.471,0.574,0.625,1,2150,1260
voc_frac,frac_voc[13],,2021-07-10,VOC,,FALSE,FALSE,,0.662,0.665,0.0625,0.0603,0.556,0.611,0.714,0.759,1,2110,1220
voc_frac,frac_voc[14],,2021-07-17,VOC,,FALSE,FALSE,,0.777,0.782,0.0531,0.05,0.683,0.736,0.821,0.856,1,2080,1220
voc_frac,frac_voc[15],,2021-07-24,VOC,,FALSE,FALSE,,0.861,0.866,0.0402,0.037,0.789,0.831,0.895,0.918,1,2060,1310
voc_advantage,voc_advantage[1],,2021-04-17,VOC,,TRUE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[2],,2021-04-24,VOC,,TRUE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[3],,2021-05-01,VOC,,TRUE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[4],,2021-05-08,VOC,,TRUE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[5],,2021-05-15,VOC,,TRUE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[6],,2021-05-22,VOC,,TRUE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[7],,2021-05-29,VOC,,TRUE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[8],,2021-06-05,VOC,,TRUE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[9],,2021-06-12,VOC,,TRUE,TRUE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[10],,2021-06-19,VOC,,FALSE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[11],,2021-06-26,VOC,,FALSE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[12],,2021-07-03,VOC,,FALSE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[13],,2021-07-10,VOC,,FALSE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,voc_advantage[14],,2021-07-17,VOC,,FALSE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
voc_advantage,avg_voc_advantage,,2021-07-24,VOC,,FALSE,FALSE,,1.59099108008588,1.59099108008588,0.0283,0.0265,1.53451487035396,1.56249783071603,1.62000392394328,1.64954583745999,1,1880,1410
growth,com_r[1],,2021-03-20,Combined,,TRUE,FALSE,,0.102928571428571,0.102142857142857,0.074,0.0652,0.0118642857142857,0.0584571428571429,0.146928571428571,0.197214285714286,1,1240,859
growth,com_r[2],,2021-03-27,Combined,,TRUE,FALSE,,0.0825,0.0856428571428572,0.0624,0.0524,0.003025,0.0475357142857143,0.120214285714286,0.156357142857143,1,1970,1520
growth,com_r[3],,2021-04-03,Combined,,TRUE,FALSE,,0.0583,0.0639571428571429,0.0709,0.0535,-0.0391285714285714,0.02255,0.0966428571428571,0.135142857142857,1,1100,1140
growth,com_r[4],,2021-04-10,Combined,,TRUE,FALSE,,0.066,0.0625428571428572,0.0665,0.055,-0.011,0.0285214285714286,0.102928571428571,0.153214285714286,1,1390,1410
growth,com_r[5],,2021-04-17,Combined,,TRUE,FALSE,,0.0232571428571429,0.0201928571428571,0.0668,0.0541,-0.0547642857142857,-0.0142214285714286,0.0595571428571429,0.109214285714286,1,1590,1460
growth,com_r[6],,2021-04-24,Combined,,TRUE,FALSE,,-0.0567285714285714,-0.0587714285714286,0.0664,0.0501,-0.132785714285714,-0.0919285714285714,-0.0245928571428571,0.0240428571428571,1,1830,1580
growth,com_r[7],,2021-05-01,Combined,,TRUE,FALSE,,-0.144571428571429,-0.143,0.0665,0.0526,-0.2255,-0.179928571428571,-0.108428571428571,-0.0641142857142857,1,2050,1730
growth,com_r[8],,2021-05-08,Combined,,TRUE,FALSE,,-0.223928571428571,-0.221571428571429,0.0639,0.053,-0.308,-0.260071428571429,-0.188571428571429,-0.146142857142857,1,2100,1680
growth,com_r[9],,2021-05-15,Combined,,TRUE,FALSE,,-0.2805,-0.279714285714286,0.0668,0.0544,-0.365357142857143,-0.316642857142857,-0.243571428571429,-0.197214285714286,1,1780,1600
growth,com_r[10],,2021-05-22,Combined,,TRUE,FALSE,,-0.333142857142857,-0.330785714285714,0.0666,0.0507,-0.419571428571429,-0.365357142857143,-0.297785714285714,-0.252214285714286,1,2050,1700
growth,com_r[11],,2021-05-29,Combined,,TRUE,FALSE,,-0.345714285714286,-0.348857142857143,0.0645,0.0546,-0.421928571428571,-0.381857142857143,-0.308785714285714,-0.259285714285714,1,1770,1650
growth,com_r[12],,2021-06-05,Combined,,TRUE,FALSE,,-0.365357142857143,-0.3685,0.0654,0.0521,-0.444714285714286,-0.400714285714286,-0.330785714285714,-0.278928571428571,1,1890,1360
growth,com_r[13],,2021-06-12,Combined,,TRUE,FALSE,,-0.393642857142857,-0.392071428571429,0.0766,0.0645,-0.493428571428571,-0.438428571428571,-0.349642857142857,-0.303285714285714,1,1650,1640
growth,com_r[14],,2021-06-19,Combined,,TRUE,TRUE,,-0.351214285714286,-0.352,0.0957,0.0913,-0.466714285714286,-0.410928571428571,-0.2915,-0.227857142857143,1,2690,1670
growth,com_r[15],,2021-06-26,Combined,,FALSE,FALSE,,-0.308,-0.308785714285714,0.164,0.149,-0.517,-0.405428571428571,-0.210571428571429,-0.102928571428571,1,1880,1530
growth,com_r[16],,2021-07-03,Combined,,FALSE,FALSE,,-0.253785714285714,-0.253785714285714,0.223,0.199,-0.536642857142857,-0.386571428571429,-0.121,0.0253,1,1630,1540
growth,com_r[17],,2021-07-10,Combined,,FALSE,FALSE,,-0.212928571428571,-0.2035,0.276,0.254,-0.574357142857143,-0.381857142857143,-0.0461214285714286,0.124142857142857,1,1810,1620
growth,com_r[18],,2021-07-17,Combined,,FALSE,FALSE,,-0.182285714285714,-0.175214285714286,0.335,0.296,-0.619928571428572,-0.374785714285714,0.0183071428571429,0.213714285714286,1,1650,1480
growth,voc_r[1],,2021-04-17,VOC,,TRUE,FALSE,,0.486357142857143,0.484,0.0681,0.0603,0.403857142857143,0.447071428571429,0.525642857142857,0.5775,1,1680,1530
growth,voc_r[2],,2021-04-24,VOC,,TRUE,FALSE,,0.405428571428571,0.402285714285714,0.0685,0.0581,0.325285714285714,0.366928571428571,0.442357142857143,0.492642857142857,1,1950,1660
growth,voc_r[3],,2021-05-01,VOC,,TRUE,FALSE,,0.315071428571429,0.317428571428571,0.0711,0.0598,0.227857142857143,0.275,0.355142857142857,0.400714285714286,1,2060,1380
growth,voc_r[4],,2021-05-08,VOC,,TRUE,FALSE,,0.232571428571429,0.234142857142857,0.0685,0.0591,0.143,0.194071428571429,0.271857142857143,0.3135,1,1900,1640
growth,voc_r[5],,2021-05-15,VOC,,TRUE,FALSE,,0.169714285714286,0.1705,0.0716,0.0607,0.0784142857142857,0.129642857142857,0.209785714285714,0.256142857142857,1,1600,1550
growth,voc_r[6],,2021-05-22,VOC,,TRUE,FALSE,,0.106071428571429,0.109214285714286,0.071,0.0605,0.0134357142857143,0.0662357142857143,0.145357142857143,0.189357142857143,1,1950,1560
growth,voc_r[7],,2021-05-29,VOC,,TRUE,FALSE,,0.0747214285714286,0.0733857142857143,0.0673,0.0601,-0.005665,0.0348857142857143,0.114714285714286,0.163428571428571,1,1870,1460
growth,voc_r[8],,2021-06-05,VOC,,TRUE,TRUE,,0.0245928571428571,0.0222357142857143,0.067,0.0543,-0.0564928571428571,-0.0124928571428571,0.0613642857142857,0.110785714285714,1,1880,1280
growth,voc_r[9],,2021-06-12,VOC,,FALSE,FALSE,,-0.0481642857142857,-0.0460428571428571,0.0773,0.0653,-0.149285714285714,-0.0903571428571429,-0.00391285714285714,0.0414071428571429,1,1620,1790
growth,voc_r[10],,2021-06-19,VOC,,FALSE,FALSE,,-0.0644285714285714,-0.0670214285714286,0.095,0.0878,-0.1815,-0.124142857142857,-0.00626214285714286,0.05665,1,2690,1680
growth,voc_r[11],,2021-06-26,VOC,,FALSE,FALSE,,-0.088,-0.0872142857142857,0.162,0.147,-0.296214285714286,-0.183857142857143,0.00958571428571429,0.116285714285714,1,1730,1590
growth,voc_r[12],,2021-07-03,VOC,,FALSE,FALSE,,-0.0974285714285714,-0.0974285714285714,0.222,0.198,-0.3795,-0.229428571428571,0.0350428571428571,0.179142857142857,1,1520,1600
growth,voc_r[13],,2021-07-10,VOC,,FALSE,FALSE,,-0.110785714285714,-0.1045,0.276,0.255,-0.476142857142857,-0.276571428571429,0.0564928571428571,0.219214285714286,1,1790,1630
growth,voc_r[14],,2021-07-17,VOC,,FALSE,FALSE,,-0.118642857142857,-0.110785714285714,0.336,0.297,-0.5555,-0.310357142857143,0.0825,0.276571428571429,1,1650,1520
growth,r[1],,2021-03-20,non-VOC,,TRUE,FALSE,,0.102928571428571,0.102142857142857,0.074,0.0652,0.0118642857142857,0.0584571428571429,0.146928571428571,0.197214285714286,1,1240,859
growth,r[2],,2021-03-27,non-VOC,,TRUE,FALSE,,0.0825,0.0856428571428572,0.0624,0.0524,0.003025,0.0475357142857143,0.120214285714286,0.156357142857143,1,1970,1520
growth,r[3],,2021-04-03,non-VOC,,TRUE,FALSE,,0.0583,0.0639571428571429,0.0709,0.0535,-0.0391285714285714,0.02255,0.0966428571428571,0.135142857142857,1,1100,1140
growth,r[4],,2021-04-10,non-VOC,,TRUE,FALSE,,0.066,0.0625428571428572,0.0665,0.055,-0.011,0.0285214285714286,0.102928571428571,0.153214285714286,1,1390,1410
growth,r[5],,2021-04-17,non-VOC,,TRUE,FALSE,,0.0218428571428571,0.0188571428571429,0.0667,0.0541,-0.0561,-0.0155571428571429,0.0583,0.108428571428571,1,1590,1460
growth,r[6],,2021-04-24,non-VOC,,TRUE,FALSE,,-0.0591642857142857,-0.0613642857142857,0.0664,0.0498,-0.135142857142857,-0.0942857142857143,-0.0272642857142857,0.0217642857142857,1,1830,1580
growth,r[7],,2021-05-01,non-VOC,,TRUE,FALSE,,-0.149285714285714,-0.147714285714286,0.0664,0.0523,-0.230214285714286,-0.184642857142857,-0.113142857142857,-0.0682785714285714,1,2050,1730
growth,r[8],,2021-05-08,non-VOC,,TRUE,FALSE,,-0.231785714285714,-0.230214285714286,0.0639,0.053,-0.315857142857143,-0.267928571428571,-0.196428571428571,-0.154785714285714,1,2110,1680
growth,r[9],,2021-05-15,non-VOC,,TRUE,FALSE,,-0.294642857142857,-0.294642857142857,0.0669,0.054,-0.3795,-0.330785714285714,-0.257714285714286,-0.210571428571429,1,1790,1550
growth,r[10],,2021-05-22,non-VOC,,TRUE,FALSE,,-0.358285714285714,-0.356714285714286,0.0668,0.0503,-0.4455,-0.392071428571429,-0.322928571428571,-0.278928571428571,1,2040,1730
growth,r[11],,2021-05-29,non-VOC,,TRUE,FALSE,,-0.389714285714286,-0.392071428571429,0.0652,0.0561,-0.4675,-0.427428571428571,-0.352,-0.3025,1,1680,1800
growth,r[12],,2021-06-05,non-VOC,,TRUE,TRUE,,-0.44,-0.441571428571429,0.0669,0.0534,-0.519357142857143,-0.476928571428571,-0.403857142857143,-0.350428571428571,1,1930,1260
growth,r[13],,2021-06-12,non-VOC,,FALSE,FALSE,,-0.512285714285714,-0.510714285714286,0.0787,0.0684,-0.614428571428571,-0.558642857142857,-0.465142857142857,-0.421142857142857,1,1610,1560
growth,r[14],,2021-06-19,non-VOC,,FALSE,FALSE,,-0.528785714285714,-0.529571428571429,0.0989,0.0907,-0.652142857142857,-0.590071428571429,-0.4675,-0.400714285714286,1,2520,1650
growth,r[15],,2021-06-26,non-VOC,,FALSE,FALSE,,-0.552357142857143,-0.553142857142857,0.165,0.149,-0.767642857142857,-0.648214285714286,-0.451,-0.343357142857143,1,1580,1370
growth,r[16],,2021-07-03,non-VOC,,FALSE,FALSE,,-0.561785714285714,-0.561785714285714,0.226,0.201,-0.848571428571429,-0.696928571428571,-0.424285714285714,-0.286,1,1520,1300
growth,r[17],,2021-07-10,non-VOC,,FALSE,FALSE,,-0.575142857142857,-0.568071428571429,0.279,0.255,-0.942857142857143,-0.743285714285714,-0.407,-0.240428571428571,1,1780,1630
growth,r[18],,2021-07-17,non-VOC,,FALSE,FALSE,,-0.583,-0.572785714285714,0.339,0.297,-1.02142857142857,-0.777071428571429,-0.381071428571429,-0.182285714285714,1,1650,1570
rt,com_r[1],,2021-03-20,Combined,,TRUE,FALSE,,1.10841223394593,1.10754168066712,0.074,0.0652,1.01193494551824,1.06019954759746,1.15827122641598,1.21800501381789,1,1240,859
rt,com_r[2],,2021-03-27,Combined,,TRUE,FALSE,,1.08599867343906,1.08941718125399,0.0624,0.0524,1.00302957992943,1.04868365344011,1.12773848393583,1.16924371557091,1,1970,1520
rt,com_r[3],,2021-04-03,Combined,,TRUE,FALSE,,1.06003295790094,1.06604671006632,0.0709,0.0535,0.961627063432586,1.02280617319462,1.10146692232235,1.14470030128572,1,1100,1140
rt,com_r[4],,2021-04-10,Combined,,TRUE,FALSE,,1.06822671716599,1.06454008108657,0.0665,0.055,0.989060278775369,1.02893205914242,1.10841223394593,1.16557471819505,1,1390,1410
rt,com_r[5],,2021-04-17,Combined,,TRUE,FALSE,,1.02352969906216,1.02039811211617,0.0668,0.0541,0.946708274320076,0.985879218265046,1.0613664087558,1.11540133930728,1,1590,1460
rt,com_r[6],,2021-04-24,Combined,,TRUE,FALSE,,0.944850493984261,0.942922269617736,0.0664,0.0501,0.875652711872766,0.912170302239769,0.97570708333976,1.02433421698779,1,1830,1580
rt,com_r[7],,2021-05-01,Combined,,TRUE,FALSE,,0.865393096402819,0.866754068895489,0.0665,0.0526,0.798117060447891,0.835329875700072,0.89724298131252,0.937897805084868,1,2050,1730
rt,com_r[8],,2021-05-08,Combined,,TRUE,FALSE,,0.799372230346652,0.801258687340478,0.0639,0.053,0.734915318009069,0.770996512657216,0.828141348372531,0.864034260901704,1,2100,1680
rt,com_r[9],,2021-05-15,Combined,,TRUE,FALSE,,0.755405944042222,0.755999710518824,0.0668,0.0544,0.693948767770141,0.728590919707728,0.783823486640773,0.821014682743754,1,1780,1600
rt,com_r[10],,2021-05-22,Combined,,TRUE,FALSE,,0.71666780572731,0.718359086638804,0.0666,0.0507,0.657328471658919,0.693948767770141,0.742460421364428,0.777078203468704,1,2050,1700
rt,com_r[11],,2021-05-29,Combined,,TRUE,FALSE,,0.707714662412201,0.705493907915368,0.0645,0.0546,0.655780879211943,0.682592559463272,0.734338111334379,0.771602533679957,1,1770,1650
rt,com_r[12],,2021-06-05,Combined,,TRUE,FALSE,,0.693948767770141,0.691771209598116,0.0654,0.0521,0.641007394841198,0.669841416962061,0.718359086638804,0.756593943709557,1,1890,1360
rt,com_r[13],,2021-06-12,Combined,,TRUE,FALSE,,0.67459493998721,0.675655851104751,0.0766,0.0645,0.610529557464205,0.645049273920789,0.704939808983663,0.738388098201265,1,1650,1640
rt,com_r[14],,2021-06-19,Combined,,TRUE,TRUE,,0.703832916355818,0.703280121976341,0.0957,0.0913,0.627059224599017,0.663034289501461,0.74714201360297,0.796237999996677,1,2690,1670
rt,com_r[15],,2021-06-26,Combined,,FALSE,FALSE,,0.734915318009069,0.734338111334379,0.164,0.149,0.596306787633921,0.666691024898044,0.810121187287571,0.902191413423879,1,1880,1530
rt,com_r[16],,2021-07-03,Combined,,FALSE,FALSE,,0.775858039528866,0.775858039528866,0.223,0.199,0.584707909090223,0.679382196341739,0.886033959592876,1.02562276120438,1,1630,1540
